ID,y_trust,c_age,c_male,c_education,c_income,x_threat
6043,NA,NA,NA,NA,NA,NA
6044,8,NA,NA,NA,NA,0
6045,NA,NA,NA,NA,NA,NA
6046,NA,NA,NA,NA,NA,NA
6047,NA,NA,NA,NA,NA,NA
6048,7,NA,NA,NA,NA,0
6049,5,57,0,5,0,0
6050,6,54,1,4,NA,0
6051,5,18,0,2,0,0
6052,6,13,1,0,NA,1
6053,NA,NA,NA,NA,NA,NA
6054,NA,NA,NA,NA,NA,NA
6055,NA,NA,NA,NA,NA,NA
6056,NA,NA,NA,NA,NA,NA
6057,NA,NA,NA,NA,NA,NA
6058,7,53,1,10,3,0
6059,5,48,0,4,NA,0
6060,8,63,0,1,NA,0
6061,NA,NA,NA,NA,NA,NA
6062,NA,NA,NA,NA,NA,NA
6063,NA,NA,NA,NA,NA,NA
6064,NA,NA,NA,NA,NA,NA
6065,NA,NA,NA,NA,NA,NA
6066,NA,NA,NA,NA,NA,NA
6067,NA,NA,NA,NA,NA,NA
6068,NA,NA,NA,NA,NA,NA
6069,7,37,0,4,2,0
6070,NA,NA,NA,NA,NA,NA
6071,NA,NA,NA,NA,NA,NA
6072,NA,NA,NA,NA,NA,NA
6073,7,67,1,10,NA,0
6074,6,59,0,6,NA,0
6075,5,33,0,10,1,0
6076,NA,NA,NA,NA,NA,NA
6077,NA,NA,NA,NA,NA,NA
6078,NA,NA,NA,NA,NA,NA
6079,NA,NA,NA,NA,NA,NA
6080,NA,NA,NA,NA,NA,NA
6081,NA,NA,NA,NA,NA,NA
6082,NA,58,1,4,NA,NA
6083,3,54,0,4,0,1
6084,NA,NA,NA,NA,NA,NA
6085,NA,21,1,1,NA,NA
6086,10,NA,NA,NA,NA,0
6087,7,NA,NA,NA,NA,0
6088,NA,NA,NA,NA,NA,NA
6089,NA,NA,NA,NA,NA,NA
6090,NA,48,1,1,NA,NA
6091,NA,39,0,1,NA,NA
6092,NA,13,0,1,NA,NA
6093,NA,12,0,1,NA,NA
6094,NA,NA,NA,NA,NA,NA
6095,7,NA,NA,NA,NA,0
6096,NA,NA,NA,NA,NA,NA
6097,NA,NA,NA,NA,NA,NA
6098,NA,NA,NA,NA,NA,NA
6099,NA,NA,NA,NA,NA,NA
6100,NA,NA,NA,NA,NA,NA
6101,8,74,1,7,NA,0
6102,NA,68,0,2,NA,NA
6103,NA,44,1,4,NA,NA
6104,NA,NA,NA,NA,NA,NA
6105,NA,19,1,0,0,NA
6106,NA,17,1,0,NA,NA
6107,NA,NA,NA,NA,NA,NA
6108,NA,NA,NA,NA,NA,NA
6109,NA,NA,NA,NA,NA,NA
6110,4,39,0,4,0,0
6111,8,75,1,1,NA,0
6112,NA,72,0,1,NA,NA
6113,NA,NA,NA,NA,NA,NA
6114,NA,NA,NA,NA,NA,NA
6115,NA,NA,NA,NA,NA,0
6116,NA,NA,NA,NA,NA,NA
6117,NA,NA,NA,NA,NA,NA
6118,NA,NA,NA,NA,NA,NA
6119,NA,NA,NA,NA,NA,NA
6120,NA,NA,NA,NA,NA,NA
6121,NA,57,1,9,NA,NA
6122,6,54,0,3,3,0
6123,6,25,1,4,2,0
6124,5,34,1,7,2,0
6125,NA,NA,NA,NA,NA,NA
6126,NA,NA,NA,NA,NA,NA
6127,NA,NA,NA,NA,NA,NA
6128,NA,NA,NA,NA,NA,NA
6129,NA,NA,NA,NA,NA,NA
6130,NA,NA,NA,NA,NA,NA
6131,NA,NA,NA,NA,NA,NA
6132,NA,NA,NA,NA,NA,NA
6133,NA,NA,NA,NA,NA,NA
6134,NA,52,1,10,NA,NA
6135,NA,56,0,5,NA,NA
6136,NA,22,0,6,NA,NA
6137,NA,18,0,0,NA,NA
6138,NA,NA,NA,NA,NA,NA
6139,NA,NA,NA,NA,NA,NA
6140,5,NA,NA,NA,NA,0
6141,NA,NA,NA,NA,NA,NA
6142,6,NA,NA,NA,NA,0
6143,NA,NA,NA,NA,NA,NA
6144,NA,NA,NA,NA,NA,NA
6145,NA,NA,NA,NA,NA,NA
6146,0,72,0,2,NA,0
6147,NA,39,1,4,NA,NA
6148,NA,NA,NA,NA,NA,NA
6149,8,NA,NA,NA,NA,0
6150,NA,NA,NA,NA,NA,NA
6151,NA,NA,NA,NA,NA,NA
6152,NA,NA,NA,NA,NA,NA
6153,NA,NA,NA,NA,NA,NA
6154,NA,NA,NA,NA,NA,NA
6155,NA,NA,NA,NA,NA,NA
6156,NA,NA,NA,NA,NA,NA
6157,NA,NA,NA,NA,NA,NA
6158,NA,NA,NA,NA,NA,NA
6159,NA,NA,NA,NA,NA,NA
6160,NA,NA,NA,NA,NA,NA
6161,NA,NA,NA,NA,NA,NA
6162,3,67,1,4,NA,0
6163,NA,63,0,1,NA,NA
6164,NA,NA,NA,NA,NA,NA
6165,NA,NA,NA,NA,NA,NA
6166,8,60,1,4,3,0
6167,3,55,0,2,NA,0
6168,NA,NA,NA,NA,NA,NA
6169,NA,NA,NA,NA,NA,NA
6170,8,22,1,6,NA,0
6171,NA,NA,NA,NA,NA,NA
6172,NA,NA,NA,NA,NA,NA
6173,NA,NA,NA,NA,NA,NA
6174,NA,NA,NA,NA,NA,NA
6175,NA,NA,NA,NA,NA,NA
6176,NA,NA,NA,NA,NA,NA
6177,NA,NA,NA,NA,NA,NA
6178,8,34,0,10,3,0
6179,5,56,0,4,NA,0
6180,NA,52,1,4,NA,NA
6181,NA,46,0,1,NA,NA
6182,7,25,1,4,NA,1
6183,NA,24,0,4,NA,NA
6184,NA,21,0,4,NA,NA
6185,7,47,0,1,NA,0
6186,4,44,1,4,3,0
6187,7,17,1,0,0,1
6188,NA,NA,NA,NA,NA,NA
6189,NA,NA,NA,NA,NA,NA
6190,2,68,0,2,NA,0
6191,8,66,1,1,NA,0
6192,8,41,0,4,NA,0
6193,4,38,1,4,2,0
6194,1,21,0,8,0,1
6195,NA,NA,NA,NA,NA,NA
6196,NA,15,0,0,NA,NA
6197,NA,8,0,0,NA,NA
6198,NA,6,1,0,NA,NA
6199,NA,NA,NA,NA,NA,NA
6200,NA,NA,NA,NA,NA,NA
6201,NA,NA,NA,NA,NA,NA
6202,NA,NA,NA,NA,NA,NA
6203,NA,NA,NA,NA,NA,NA
6204,NA,NA,NA,NA,NA,NA
6205,NA,NA,NA,NA,NA,NA
6206,4,NA,NA,NA,NA,0
6207,NA,53,1,4,NA,NA
6208,6,52,0,4,NA,0
6209,7,27,0,6,NA,0
6210,NA,NA,NA,NA,NA,NA
6211,NA,73,1,4,NA,NA
6212,0,72,0,1,NA,0
6213,6,59,0,4,0,0
6214,NA,NA,NA,NA,NA,NA
6215,NA,NA,NA,NA,NA,NA
6216,NA,NA,NA,NA,NA,NA
6217,NA,NA,NA,NA,NA,NA
6218,NA,NA,NA,NA,NA,NA
6219,NA,NA,NA,NA,NA,NA
6220,NA,NA,NA,NA,NA,NA
6221,8,57,1,5,2,1
6222,NA,NA,NA,NA,NA,NA
6223,NA,NA,NA,NA,NA,NA
6224,NA,NA,NA,NA,NA,NA
6225,NA,NA,NA,NA,NA,NA
6226,NA,NA,NA,NA,NA,NA
6227,NA,NA,NA,NA,NA,NA
6228,NA,NA,NA,NA,NA,NA
6229,NA,NA,NA,NA,NA,NA
6230,NA,NA,NA,NA,NA,NA
6231,NA,62,0,2,0,NA
6232,NA,NA,NA,NA,NA,NA
6233,7,42,0,10,2,0
6234,NA,9,1,0,NA,NA
6235,NA,NA,NA,NA,NA,0
6236,NA,NA,NA,NA,NA,NA
6237,NA,NA,NA,NA,NA,NA
6238,NA,NA,NA,NA,NA,NA
6239,NA,NA,NA,NA,NA,NA
6240,NA,NA,NA,NA,NA,NA
6241,8,NA,NA,NA,NA,0
6242,10,NA,NA,NA,NA,0
6243,NA,NA,NA,NA,NA,NA
6244,6,NA,NA,NA,NA,0
6245,NA,NA,NA,NA,NA,NA
6246,NA,NA,NA,NA,NA,NA
6247,NA,NA,NA,NA,NA,NA
6248,6,NA,NA,NA,NA,0
6249,NA,90,0,1,NA,NA
6250,NA,NA,NA,NA,NA,NA
6251,8,67,0,4,NA,0
6252,NA,NA,NA,NA,NA,NA
6253,NA,NA,NA,NA,NA,NA
6254,6,46,0,5,1,0
6255,NA,18,1,4,NA,NA
6256,5,17,1,1,NA,1
6257,NA,NA,NA,NA,NA,NA
6258,NA,NA,NA,NA,NA,NA
6259,NA,NA,NA,NA,NA,NA
6260,NA,NA,NA,NA,NA,NA
6261,NA,NA,NA,NA,NA,NA
6262,NA,NA,NA,NA,NA,NA
6263,NA,NA,NA,NA,NA,NA
6264,6,NA,NA,NA,NA,0
6265,NA,NA,NA,NA,NA,NA
6266,NA,NA,NA,NA,NA,NA
6267,NA,73,1,4,NA,NA
6268,6,64,0,4,0,0
6269,NA,37,0,4,0,NA
6270,NA,36,1,1,NA,NA
6271,NA,12,0,0,NA,NA
6272,NA,9,0,0,NA,NA
6273,NA,NA,NA,NA,NA,NA
6274,NA,NA,NA,NA,NA,NA
6275,NA,NA,NA,NA,NA,NA
6276,NA,NA,NA,NA,NA,NA
6277,NA,60,1,7,NA,NA
6278,9,54,0,4,NA,0
6279,NA,20,1,1,NA,NA
6280,NA,18,1,1,NA,NA
6281,NA,64,0,4,NA,NA
6282,NA,64,1,10,NA,NA
6283,NA,NA,NA,NA,NA,NA
6284,NA,NA,NA,NA,NA,NA
6285,NA,NA,NA,NA,NA,NA
6286,NA,NA,NA,NA,NA,NA
6287,NA,NA,NA,NA,NA,NA
6288,NA,NA,NA,NA,NA,NA
6289,NA,NA,NA,NA,NA,NA
6290,NA,NA,NA,NA,NA,NA
6291,NA,NA,NA,NA,NA,NA
6292,NA,NA,NA,NA,NA,NA
6293,NA,NA,NA,NA,NA,NA
6294,10,63,1,3,0,0
6295,9,58,0,4,NA,0
6296,NA,NA,NA,NA,NA,NA
6297,8,23,1,3,0,0
6298,NA,NA,NA,NA,NA,NA
6299,NA,NA,NA,NA,NA,NA
6300,NA,NA,NA,NA,NA,NA
6301,NA,NA,NA,NA,NA,NA
6302,NA,NA,NA,NA,NA,NA
6303,NA,45,1,9,NA,NA
6304,8,42,0,4,0,0
6305,NA,13,1,0,NA,NA
6306,NA,10,0,0,NA,NA
6307,8,62,1,6,3,0
6308,7,57,0,4,NA,0
6309,3,NA,NA,NA,NA,0
6310,8,61,1,4,3,0
6311,9,60,0,4,0,1
6312,NA,NA,NA,NA,NA,NA
6313,NA,NA,NA,NA,NA,NA
6314,NA,NA,NA,NA,NA,NA
6315,NA,NA,NA,NA,NA,NA
6316,NA,NA,NA,NA,NA,NA
6317,7,51,1,10,1,0
6318,NA,NA,NA,NA,NA,NA
6319,NA,NA,NA,NA,NA,NA
6320,6,42,1,10,3,0
6321,7,39,0,2,0,0
6322,5,14,0,0,0,1
6323,6,13,1,0,NA,0
6324,NA,9,0,0,NA,NA
6325,NA,7,1,NA,NA,NA
6326,8,53,0,9,2,0
6327,NA,52,1,10,NA,NA
6328,NA,NA,NA,NA,NA,NA
6329,NA,NA,NA,NA,NA,NA
6330,8,48,1,4,3,0
6331,8,43,0,4,NA,0
6332,4,18,0,1,0,0
6333,10,16,0,1,0,0
6334,NA,13,0,0,NA,NA
6335,NA,8,0,0,NA,NA
6336,8,37,0,4,NA,0
6337,9,48,1,9,3,0
6338,9,35,0,8,3,0
6339,8,40,1,4,3,0
6340,8,35,0,10,0,0
6341,NA,6,1,NA,NA,NA
6342,NA,46,1,7,3,NA
6343,NA,46,0,4,NA,NA
6344,NA,16,0,0,NA,NA
6345,NA,13,1,0,NA,NA
6346,NA,13,1,0,NA,NA
6347,NA,NA,NA,NA,NA,NA
6348,NA,NA,NA,NA,NA,NA
6349,NA,NA,NA,NA,NA,NA
6350,NA,NA,NA,NA,NA,NA
6351,NA,NA,NA,NA,NA,NA
6352,7,37,0,5,NA,0
6353,NA,NA,NA,NA,NA,NA
6354,NA,NA,NA,NA,NA,NA
6355,NA,NA,NA,NA,NA,NA
6356,NA,NA,NA,NA,NA,NA
6357,NA,NA,NA,NA,NA,NA
6358,NA,NA,NA,NA,NA,NA
6359,NA,NA,NA,NA,NA,NA
6360,NA,NA,NA,NA,NA,NA
6361,NA,NA,NA,NA,NA,NA
6362,NA,NA,NA,NA,NA,NA
6363,NA,NA,NA,NA,NA,NA
6364,NA,50,1,9,NA,NA
6365,7,46,0,2,NA,0
6366,NA,18,0,4,NA,NA
6367,NA,16,1,0,NA,NA
6368,NA,10,0,0,NA,NA
6369,NA,NA,NA,NA,NA,NA
6370,6,33,0,8,1,0
6371,7,42,1,4,2,0
6372,NA,NA,NA,NA,NA,NA
6373,NA,NA,NA,NA,NA,NA
6374,9,47,1,10,1,0
6375,10,45,0,10,1,0
6376,7,19,1,0,0,0
6377,8,14,0,0,NA,0
6378,NA,11,0,0,NA,NA
6379,NA,NA,NA,NA,NA,NA
6380,NA,NA,NA,NA,NA,NA
6381,NA,NA,NA,NA,NA,NA
6382,5,56,0,4,NA,0
6383,NA,NA,NA,NA,NA,NA
6384,NA,NA,NA,NA,NA,NA
6385,NA,NA,NA,NA,NA,NA
6386,NA,NA,NA,NA,NA,NA
6387,NA,NA,NA,NA,NA,NA
6388,7,49,1,4,2,0
6389,NA,59,1,7,NA,NA
6390,7,58,0,4,1,0
6391,8,66,0,5,NA,0
6392,NA,58,1,4,NA,NA
6393,NA,58,0,5,2,NA
6394,NA,NA,NA,NA,NA,NA
6395,NA,NA,NA,NA,NA,NA
6396,NA,NA,NA,NA,NA,NA
6397,8,73,0,5,NA,0
6398,7,60,1,4,3,0
6399,8,58,0,6,1,0
6400,7,28,1,9,2,0
6401,6,26,0,6,0,0
6402,7,24,1,10,NA,0
6403,5,45,1,10,NA,0
6404,NA,49,1,4,NA,NA
6405,3,49,0,4,NA,0
6406,NA,55,1,4,NA,NA
6407,NA,49,0,4,0,NA
6408,NA,24,1,1,NA,NA
6409,NA,21,1,0,NA,NA
6410,NA,NA,NA,NA,NA,NA
6411,NA,NA,NA,NA,NA,NA
6412,NA,NA,NA,NA,NA,NA
6413,NA,NA,NA,NA,NA,NA
6414,NA,NA,NA,NA,NA,NA
6415,7,60,1,3,3,0
6416,6,55,0,1,NA,0
6417,7,37,0,6,0,0
6418,8,37,1,10,3,0
6419,NA,7,1,0,NA,NA
6420,NA,NA,NA,NA,NA,NA
6421,NA,NA,NA,NA,NA,NA
6422,NA,NA,NA,NA,NA,NA
6423,NA,NA,NA,NA,NA,NA
6424,NA,44,0,7,2,NA
6425,8,56,0,6,NA,0
6426,8,65,1,4,0,0
6427,5,64,0,4,0,0
6428,NA,NA,NA,NA,NA,NA
6429,NA,NA,NA,NA,NA,NA
6430,NA,NA,NA,NA,NA,NA
6431,NA,NA,NA,NA,NA,NA
6432,NA,NA,NA,NA,NA,NA
6433,NA,NA,NA,NA,NA,NA
6434,NA,NA,NA,NA,NA,NA
6435,NA,NA,NA,NA,NA,NA
6436,NA,NA,NA,NA,NA,NA
6437,NA,NA,NA,NA,NA,NA
6438,NA,NA,NA,NA,NA,NA
6439,6,68,1,7,NA,0
6440,8,66,0,4,NA,0
6441,NA,NA,NA,NA,NA,NA
6442,NA,NA,NA,NA,NA,NA
6443,NA,NA,NA,NA,NA,NA
6444,NA,53,0,2,NA,NA
6445,8,53,1,4,3,0
6446,NA,NA,NA,NA,NA,NA
6447,NA,NA,NA,NA,NA,NA
6448,NA,NA,NA,NA,NA,NA
6449,8,64,1,4,NA,0
6450,7,60,0,3,NA,0
6451,8,NA,NA,NA,NA,0
6452,8,51,0,10,2,0
6453,7,51,1,10,3,0
6454,8,21,1,6,NA,1
6455,7,19,1,6,NA,0
6456,4,66,0,7,1,0
6457,7,61,1,4,1,0
6458,6,61,1,8,3,0
6459,8,59,0,4,0,0
6460,NA,30,1,10,3,NA
6461,NA,NA,NA,NA,NA,NA
6462,5,36,0,7,1,0
6463,9,36,1,6,3,0
6464,6,14,1,0,0,0
6465,NA,12,0,0,NA,NA
6466,6,33,1,10,3,0
6467,8,32,0,6,3,0
6468,NA,NA,NA,NA,NA,NA
6469,NA,NA,NA,NA,NA,NA
6470,NA,NA,NA,NA,NA,NA
6471,NA,NA,NA,NA,NA,NA
6472,NA,NA,NA,NA,NA,NA
6473,NA,NA,NA,NA,NA,NA
6474,NA,NA,NA,NA,NA,NA
6475,NA,NA,NA,NA,NA,NA
6476,NA,NA,NA,NA,NA,NA
6477,4,60,1,4,3,0
6478,NA,56,0,1,NA,NA
6479,NA,NA,NA,NA,NA,NA
6480,NA,NA,NA,NA,NA,NA
6481,NA,NA,NA,NA,NA,NA
6482,NA,NA,NA,NA,NA,NA
6483,NA,49,1,4,NA,NA
6484,7,49,0,4,1,0
6485,7,43,1,8,3,0
6486,7,41,0,6,1,0
6487,NA,21,1,4,2,NA
6488,5,19,1,0,0,0
6489,7,18,0,1,0,0
6490,5,17,0,1,0,0
6491,NA,40,1,4,NA,NA
6492,5,38,0,4,1,0
6493,NA,13,0,1,NA,NA
6494,NA,7,0,NA,NA,NA
6495,NA,6,0,NA,NA,NA
6496,7,42,0,4,1,0
6497,NA,11,1,0,NA,NA
6498,9,40,0,10,0,0
6499,8,39,1,7,2,0
6500,6,71,1,10,NA,0
6501,NA,68,0,10,NA,NA
6502,NA,37,0,2,NA,NA
6503,NA,11,1,0,NA,NA
6504,NA,9,1,0,NA,NA
6505,NA,NA,NA,NA,NA,NA
6506,7,55,1,4,1,0
6507,10,47,0,10,2,0
6508,9,15,0,0,NA,0
6509,NA,12,0,0,NA,NA
6510,8,34,1,7,2,0
6511,6,31,0,4,0,0
6512,NA,6,1,NA,NA,NA
6513,NA,79,0,6,NA,NA
6514,7,39,1,9,3,0
6515,6,33,0,5,0,0
6516,NA,NA,NA,NA,NA,NA
6517,NA,NA,NA,NA,NA,NA
6518,NA,NA,NA,NA,NA,NA
6519,NA,NA,NA,NA,NA,NA
6520,NA,NA,NA,NA,NA,NA
6521,NA,NA,NA,NA,NA,NA
6522,NA,NA,NA,NA,NA,NA
6523,7,63,0,4,NA,0
6524,NA,NA,NA,NA,NA,NA
6525,NA,NA,NA,NA,NA,NA
6526,6,NA,NA,NA,NA,0
6527,NA,NA,NA,NA,NA,NA
6528,NA,NA,NA,NA,NA,NA
6529,5,77,0,4,NA,0
6530,NA,73,1,4,NA,NA
6531,NA,NA,NA,NA,NA,NA
6532,NA,NA,NA,NA,NA,NA
6533,NA,NA,NA,NA,NA,NA
6534,NA,NA,NA,NA,NA,NA
6535,NA,NA,NA,NA,NA,NA
6536,NA,NA,NA,NA,NA,NA
6537,NA,NA,NA,NA,NA,NA
6538,NA,NA,NA,NA,NA,NA
6539,NA,NA,NA,NA,NA,NA
6540,NA,NA,NA,NA,NA,NA
6541,5,42,1,10,3,0
6542,5,40,0,4,NA,0
6543,NA,17,1,0,0,NA
6544,9,14,1,0,NA,1
6545,NA,8,1,0,NA,NA
6546,10,55,1,4,NA,0
6547,NA,53,0,4,NA,NA
6548,NA,24,1,1,2,NA
6549,NA,NA,NA,NA,NA,NA
6550,NA,NA,NA,NA,NA,NA
6551,NA,NA,NA,NA,NA,NA
6552,6,79,0,4,NA,0
6553,NA,NA,NA,NA,NA,NA
6554,7,54,1,4,3,0
6555,NA,50,0,4,NA,NA
6556,NA,NA,NA,NA,NA,NA
6557,NA,NA,NA,NA,NA,NA
6558,NA,NA,NA,NA,NA,NA
6559,NA,NA,NA,NA,NA,NA
6560,NA,34,1,4,NA,NA
6561,0,32,0,4,0,0
6562,8,44,0,10,2,0
6563,5,42,1,4,1,0
6564,0,13,1,0,NA,1
6565,NA,11,1,0,NA,NA
6566,NA,NA,NA,NA,NA,NA
6567,7,48,0,2,1,0
6568,NA,NA,NA,NA,NA,NA
6569,NA,NA,NA,NA,NA,NA
6570,NA,20,1,1,NA,NA
6571,NA,NA,NA,NA,NA,NA
6572,NA,NA,NA,NA,NA,NA
6573,NA,NA,NA,NA,NA,NA
6574,NA,NA,NA,NA,NA,NA
6575,8,45,1,9,2,0
6576,NA,39,0,5,NA,NA
6577,4,NA,NA,NA,NA,0
6578,10,NA,NA,NA,NA,0
6579,NA,NA,NA,NA,NA,NA
6580,9,NA,NA,NA,NA,0
6581,NA,NA,NA,NA,NA,NA
6582,NA,NA,NA,NA,NA,NA
6583,NA,NA,NA,NA,NA,NA
6584,8,64,1,7,1,0
6585,8,60,0,2,NA,0
6586,10,52,0,5,1,0
6587,8,52,1,10,3,0
6588,8,23,0,6,0,0
6589,6,20,0,5,0,0
6590,2,16,1,0,NA,1
6591,NA,NA,NA,NA,NA,NA
6592,NA,NA,NA,NA,NA,NA
6593,NA,NA,NA,NA,NA,NA
6594,NA,NA,NA,NA,NA,NA
6595,NA,NA,NA,NA,NA,NA
6596,NA,NA,NA,NA,NA,NA
6597,NA,NA,NA,NA,NA,NA
6598,NA,NA,NA,NA,NA,NA
6599,NA,NA,NA,NA,NA,NA
6600,NA,NA,NA,NA,NA,NA
6601,NA,NA,NA,NA,NA,NA
6602,NA,NA,NA,NA,NA,NA
6603,9,28,0,10,0,0
6604,NA,NA,NA,NA,NA,NA
6605,NA,NA,NA,NA,NA,NA
6606,NA,NA,NA,NA,NA,NA
6607,NA,NA,NA,NA,NA,NA
6608,NA,NA,NA,NA,NA,NA
6609,NA,NA,NA,NA,NA,NA
6610,6,71,1,7,NA,0
6611,8,64,0,4,NA,0
6612,6,45,1,7,3,0
6613,5,37,0,1,NA,0
6614,7,14,1,0,NA,0
6615,NA,13,0,0,NA,NA
6616,NA,NA,NA,NA,NA,NA
6617,NA,NA,NA,NA,NA,NA
6618,NA,NA,NA,NA,NA,NA
6619,NA,NA,NA,NA,NA,NA
6620,NA,NA,NA,NA,NA,NA
6621,NA,NA,NA,NA,NA,NA
6622,8,61,1,10,3,0
6623,10,39,1,9,2,0
6624,NA,NA,NA,NA,NA,NA
6625,NA,NA,NA,NA,NA,NA
6626,6,NA,NA,NA,NA,0
6627,5,NA,NA,NA,NA,0
6628,NA,NA,NA,NA,NA,NA
6629,NA,NA,NA,NA,NA,NA
6630,8,73,0,4,NA,0
6631,8,39,1,10,NA,0
6632,NA,NA,NA,NA,NA,NA
6633,10,35,0,10,3,1
6634,NA,NA,NA,NA,NA,NA
6635,NA,7,0,0,NA,NA
6636,8,81,1,10,NA,0
6637,NA,81,0,4,NA,NA
6638,NA,40,1,1,NA,NA
6639,0,71,1,7,NA,0
6640,7,67,0,4,0,0
6641,7,51,0,2,1,0
6642,NA,NA,NA,NA,NA,NA
6643,NA,NA,NA,NA,NA,NA
6644,NA,NA,NA,NA,NA,NA
6645,NA,NA,NA,NA,NA,NA
6646,NA,NA,NA,NA,NA,NA
6647,NA,NA,NA,NA,NA,NA
6648,NA,NA,NA,NA,NA,NA
6649,9,64,1,10,3,0
6650,7,62,0,7,1,0
6651,8,33,0,10,3,0
6652,5,31,1,10,2,0
6653,NA,NA,NA,NA,NA,NA
6654,NA,NA,NA,NA,NA,NA
6655,NA,NA,NA,NA,NA,NA
6656,NA,NA,NA,NA,NA,NA
6657,NA,NA,NA,NA,NA,NA
6658,NA,NA,NA,NA,NA,NA
6659,NA,NA,NA,NA,NA,NA
6660,NA,56,1,4,NA,NA
6661,10,50,0,4,NA,0
6662,8,24,0,1,2,1
6663,8,23,1,7,NA,0
6664,8,19,1,0,NA,1
6665,NA,56,1,10,NA,NA
6666,8,51,0,4,1,0
6667,NA,20,1,0,NA,NA
6668,NA,18,0,0,0,NA
6669,7,13,1,0,NA,0
6670,NA,NA,NA,NA,NA,NA
6671,NA,NA,NA,NA,NA,NA
6672,NA,NA,NA,NA,NA,NA
6673,NA,NA,NA,NA,NA,NA
6674,NA,NA,NA,NA,NA,NA
6675,NA,NA,NA,NA,NA,NA
6676,8,41,0,6,1,0
6677,NA,NA,NA,NA,NA,NA
6678,NA,7,0,NA,NA,NA
6679,NA,NA,NA,NA,NA,NA
6680,NA,NA,NA,NA,NA,NA
6681,NA,NA,NA,NA,NA,NA
6682,NA,NA,NA,NA,NA,NA
6683,NA,NA,NA,NA,NA,NA
6684,NA,NA,NA,NA,NA,NA
6685,NA,NA,NA,NA,NA,NA
6686,NA,NA,NA,NA,NA,NA
6687,NA,NA,NA,NA,NA,NA
6688,NA,NA,NA,NA,NA,NA
6689,NA,NA,NA,NA,NA,NA
6690,NA,NA,NA,NA,NA,NA
6691,NA,NA,NA,NA,NA,NA
6692,NA,NA,NA,NA,NA,NA
6693,NA,NA,NA,NA,NA,NA
6694,5,51,1,4,NA,0
6695,7,50,0,4,NA,0
6696,6,23,1,6,1,0
6697,6,21,1,4,0,0
6698,NA,NA,NA,NA,NA,NA
6699,NA,NA,NA,NA,NA,NA
6700,NA,NA,NA,NA,NA,NA
6701,5,40,0,8,1,0
6702,NA,11,1,0,NA,NA
6703,NA,8,0,0,NA,NA
6704,5,38,0,10,3,0
6705,5,41,0,9,2,1
6706,10,39,1,4,1,1
6707,7,18,0,0,0,0
6708,6,16,0,0,0,0
6709,NA,10,1,0,NA,NA
6710,6,NA,NA,NA,NA,0
6711,8,41,1,10,NA,0
6712,6,30,0,4,NA,0
6713,NA,9,0,0,NA,NA
6714,NA,7,1,0,NA,NA
6715,8,60,0,2,0,0
6716,5,59,1,7,NA,0
6717,NA,NA,NA,NA,NA,NA
6718,6,25,1,7,1,0
6719,6,44,1,4,2,0
6720,NA,NA,NA,NA,NA,NA
6721,NA,NA,NA,NA,NA,NA
6722,NA,NA,NA,NA,NA,NA
6723,6,86,1,4,NA,0
6724,8,60,1,7,1,0
6725,7,60,0,4,2,0
6726,7,41,0,9,0,0
6727,NA,41,1,7,NA,NA
6728,NA,NA,NA,NA,NA,NA
6729,NA,NA,NA,NA,NA,NA
6730,NA,NA,NA,NA,NA,NA
6731,NA,NA,NA,NA,NA,NA
6732,NA,NA,NA,NA,NA,NA
6733,NA,NA,NA,NA,NA,NA
6734,NA,NA,NA,NA,NA,NA
6735,NA,NA,NA,NA,NA,NA
6736,NA,NA,NA,NA,NA,NA
6737,NA,NA,NA,NA,NA,NA
6738,NA,NA,NA,NA,NA,NA
6739,NA,NA,NA,NA,NA,NA
6740,5,66,1,4,2,0
6741,7,65,0,1,0,0
6742,8,60,0,1,1,0
6743,7,37,0,2,NA,0
6744,7,32,1,9,3,1
6745,NA,6,0,NA,NA,NA
6746,NA,NA,NA,NA,NA,NA
6747,0,59,1,4,NA,0
6748,7,38,1,10,2,0
6749,6,43,0,5,1,0
6750,6,13,1,NA,NA,0
6751,NA,10,1,0,NA,NA
6752,NA,53,1,8,NA,NA
6753,6,43,0,4,1,0
6754,NA,12,1,0,NA,NA
6755,NA,10,1,0,NA,NA
6756,NA,NA,NA,NA,NA,NA
6757,NA,NA,NA,NA,NA,NA
6758,7,NA,NA,NA,NA,0
6759,NA,NA,NA,NA,NA,NA
6760,NA,NA,NA,NA,NA,NA
6761,NA,NA,NA,NA,NA,NA
6762,NA,NA,NA,NA,NA,NA
6763,NA,NA,NA,NA,NA,NA
6764,2,32,0,4,3,1
6765,NA,10,1,0,NA,NA
6766,NA,NA,NA,NA,NA,NA
6767,NA,NA,NA,NA,NA,NA
6768,6,43,1,9,2,0
6769,7,31,0,7,3,0
6770,NA,NA,NA,NA,NA,NA
6771,NA,NA,NA,NA,NA,NA
6772,NA,NA,NA,NA,NA,NA
6773,NA,NA,NA,NA,NA,NA
6774,NA,NA,NA,NA,NA,NA
6775,NA,NA,NA,NA,NA,NA
6776,9,48,0,6,1,0
6777,NA,45,1,8,NA,NA
6778,7,16,0,0,NA,0
6779,8,15,0,0,NA,0
6780,NA,12,0,0,NA,NA
6781,NA,10,1,0,NA,NA
6782,NA,NA,NA,NA,NA,NA
6783,NA,NA,NA,NA,NA,NA
6784,8,74,1,9,NA,0
6785,8,76,0,6,NA,0
