ID,y_trust,c_age,c_male,c_education,c_income,x_threat
10543,NA,NA,NA,NA,NA,NA
10544,NA,NA,NA,NA,NA,NA
10545,NA,NA,NA,NA,NA,NA
10546,7,58,1,10,3,0
10547,6,48,0,10,NA,0
10548,5,51,1,4,3,0
10549,8,48,0,4,NA,0
10550,NA,18,0,2,0,NA
10551,2,16,1,1,0,1
10552,NA,NA,NA,NA,NA,NA
10553,NA,NA,NA,NA,NA,NA
10554,NA,NA,NA,NA,NA,NA
10555,NA,NA,NA,NA,NA,NA
10556,NA,NA,NA,NA,NA,NA
10557,NA,NA,NA,NA,NA,NA
10558,9,48,1,10,3,0
10559,NA,48,0,10,NA,NA
10560,NA,13,0,NA,NA,NA
10561,NA,NA,NA,NA,NA,NA
10562,NA,NA,NA,NA,NA,NA
10563,NA,NA,NA,NA,NA,NA
10564,NA,NA,NA,NA,NA,NA
10565,NA,NA,NA,NA,NA,NA
10566,NA,NA,NA,NA,NA,NA
10567,NA,NA,NA,NA,NA,NA
10568,NA,NA,NA,NA,NA,NA
10569,NA,NA,NA,NA,NA,NA
10570,NA,NA,NA,NA,NA,NA
10571,3,30,0,4,2,1
10572,7,38,1,7,3,0
10573,NA,35,0,4,NA,NA
10574,NA,8,1,0,NA,NA
10575,0,43,1,4,2,0
10576,4,38,0,1,0,0
10577,NA,7,1,0,NA,NA
10578,NA,NA,NA,NA,NA,NA
10579,NA,NA,NA,NA,NA,NA
10580,8,48,1,8,3,0
10581,9,47,0,3,0,0
10582,NA,11,1,0,NA,NA
10583,NA,7,0,0,NA,NA
10584,NA,NA,NA,NA,NA,NA
10585,8,79,0,5,NA,0
10586,NA,NA,NA,NA,NA,NA
10587,NA,NA,NA,NA,NA,NA
10588,NA,NA,NA,NA,NA,NA
10589,NA,NA,NA,NA,NA,NA
10590,5,46,1,5,3,0
10591,9,33,0,6,3,0
10592,6,13,0,NA,NA,0
10593,NA,7,0,NA,NA,NA
10594,7,NA,NA,NA,NA,0
10595,NA,NA,NA,NA,NA,NA
10596,NA,NA,NA,NA,NA,NA
10597,8,64,0,9,0,0
10598,NA,65,1,9,NA,NA
10599,6,36,1,10,NA,1
10600,5,64,1,7,NA,0
10601,7,60,0,4,NA,0
10602,8,59,1,10,3,0
10603,9,56,0,10,0,0
10604,NA,26,0,10,2,NA
10605,7,23,0,6,0,0
10606,6,58,0,6,NA,0
10607,NA,NA,NA,NA,NA,NA
10608,NA,NA,NA,NA,NA,NA
10609,NA,NA,NA,NA,NA,NA
10610,NA,NA,NA,NA,NA,NA
10611,NA,NA,NA,NA,NA,NA
10612,NA,NA,NA,NA,NA,NA
10613,NA,NA,NA,NA,NA,NA
10614,NA,NA,NA,NA,NA,NA
10615,9,34,0,1,0,0
10616,7,34,1,10,2,0
10617,NA,9,1,NA,NA,NA
10618,NA,7,0,0,NA,NA
10619,NA,NA,NA,NA,NA,NA
10620,NA,NA,NA,NA,NA,NA
10621,NA,NA,NA,NA,NA,NA
10622,0,36,1,4,NA,1
10623,5,36,0,4,1,0
10624,NA,8,1,NA,NA,NA
10625,NA,NA,NA,NA,NA,NA
10626,NA,NA,NA,NA,NA,NA
10627,NA,NA,NA,NA,NA,NA
10628,NA,NA,NA,NA,NA,NA
10629,NA,NA,NA,NA,NA,NA
10630,NA,NA,NA,NA,NA,NA
10631,NA,75,1,5,NA,NA
10632,10,70,0,1,0,0
10633,5,76,0,1,NA,0
10634,NA,NA,NA,NA,NA,NA
10635,NA,51,1,9,NA,NA
10636,NA,49,0,10,2,NA
10637,NA,17,1,1,0,NA
10638,NA,15,0,0,NA,NA
10639,4,40,0,4,1,0
10640,NA,NA,NA,NA,NA,NA
10641,NA,NA,NA,NA,NA,NA
10642,6,NA,NA,NA,NA,0
10643,NA,NA,NA,NA,NA,NA
10644,NA,NA,NA,NA,NA,NA
10645,NA,NA,NA,NA,NA,NA
10646,8,45,1,4,1,0
10647,NA,NA,NA,NA,NA,NA
10648,NA,NA,NA,NA,NA,NA
10649,NA,NA,NA,NA,NA,NA
10650,NA,NA,NA,NA,NA,NA
10651,5,50,0,4,1,0
10652,NA,NA,NA,NA,NA,NA
10653,NA,NA,NA,NA,NA,NA
10654,NA,NA,NA,NA,NA,NA
10655,NA,NA,NA,NA,NA,NA
10656,4,52,0,5,NA,0
10657,NA,NA,NA,NA,NA,NA
10658,NA,10,1,0,NA,NA
10659,5,47,1,4,2,0
10660,8,45,0,4,NA,0
10661,8,15,0,0,NA,0
10662,7,15,1,0,NA,0
10663,NA,NA,NA,NA,NA,NA
10664,NA,NA,NA,NA,NA,NA
10665,NA,NA,NA,NA,NA,NA
10666,NA,NA,NA,NA,NA,NA
10667,NA,NA,NA,NA,NA,NA
10668,NA,NA,NA,NA,NA,NA
10669,0,NA,NA,NA,NA,0
10670,NA,NA,NA,NA,NA,NA
10671,NA,NA,NA,NA,NA,NA
10672,NA,NA,NA,NA,NA,NA
10673,NA,NA,NA,NA,NA,NA
10674,NA,NA,NA,NA,NA,NA
10675,NA,NA,NA,NA,NA,NA
10676,NA,NA,NA,NA,NA,NA
10677,6,76,0,5,NA,0
10678,NA,NA,NA,NA,NA,NA
10679,NA,NA,NA,NA,NA,NA
10680,NA,NA,NA,NA,NA,NA
10681,8,38,1,4,NA,0
10682,5,37,0,4,1,0
10683,7,16,0,0,NA,0
10684,8,15,0,1,NA,0
10685,NA,NA,NA,NA,NA,NA
10686,NA,NA,NA,NA,NA,NA
10687,NA,NA,NA,NA,NA,NA
10688,NA,NA,NA,NA,NA,NA
10689,NA,NA,NA,NA,NA,NA
10690,7,50,1,7,3,0
10691,5,49,0,4,NA,0
10692,0,28,1,4,0,0
10693,NA,NA,NA,NA,NA,NA
10694,4,26,1,6,1,1
10695,NA,NA,NA,NA,NA,NA
10696,NA,NA,NA,NA,NA,NA
10697,NA,NA,NA,NA,NA,NA
10698,NA,NA,NA,NA,NA,NA
10699,NA,NA,NA,NA,NA,NA
10700,NA,NA,NA,NA,NA,NA
10701,NA,NA,NA,NA,NA,NA
10702,NA,NA,NA,NA,NA,NA
10703,NA,NA,NA,NA,NA,NA
10704,NA,NA,NA,NA,NA,0
10705,7,60,1,1,1,0
10706,7,52,0,6,NA,0
10707,NA,NA,NA,NA,NA,NA
10708,6,22,0,6,0,0
10709,10,70,0,1,NA,1
10710,NA,NA,NA,NA,NA,NA
10711,NA,NA,NA,NA,NA,NA
10712,NA,NA,NA,NA,NA,NA
10713,8,52,1,7,1,0
10714,NA,50,0,4,NA,NA
10715,7,16,0,1,NA,0
10716,NA,NA,NA,NA,NA,NA
10717,NA,NA,NA,NA,NA,NA
10718,NA,NA,NA,NA,NA,NA
10719,7,54,1,5,3,0
10720,5,52,0,5,NA,0
10721,5,27,0,10,0,0
10722,7,24,0,6,0,0
10723,3,19,1,6,0,0
10724,NA,NA,NA,NA,NA,NA
10725,NA,42,0,1,NA,NA
10726,NA,NA,NA,NA,NA,NA
10727,NA,14,0,NA,NA,NA
10728,NA,NA,NA,NA,NA,NA
10729,10,NA,NA,NA,NA,0
10730,0,NA,NA,NA,NA,0
10731,NA,NA,NA,NA,NA,NA
10732,NA,NA,NA,NA,NA,NA
10733,NA,NA,NA,NA,NA,NA
10734,NA,NA,NA,NA,NA,NA
10735,NA,NA,NA,NA,NA,NA
10736,NA,NA,NA,NA,NA,NA
10737,NA,NA,NA,NA,NA,NA
10738,5,NA,NA,NA,NA,0
10739,NA,NA,NA,NA,NA,NA
10740,8,42,1,10,3,0
10741,5,38,0,7,NA,0
10742,NA,12,1,NA,NA,NA
10743,NA,9,0,NA,NA,NA
10744,NA,6,1,0,NA,NA
10745,NA,NA,NA,NA,NA,NA
10746,NA,NA,NA,NA,NA,NA
10747,NA,NA,NA,NA,NA,NA
10748,3,60,1,4,2,0
10749,5,56,0,4,0,0
10750,10,24,1,4,NA,0
10751,NA,NA,NA,NA,NA,NA
10752,NA,NA,NA,NA,NA,NA
10753,NA,NA,NA,NA,NA,NA
10754,NA,NA,NA,NA,NA,NA
10755,NA,NA,NA,NA,NA,NA
10756,NA,NA,NA,NA,NA,NA
10757,NA,NA,NA,NA,NA,NA
10758,NA,NA,NA,NA,NA,NA
10759,NA,NA,NA,NA,NA,NA
10760,NA,NA,NA,NA,NA,NA
10761,NA,NA,NA,NA,NA,NA
10762,NA,NA,NA,NA,NA,NA
10763,6,47,1,6,2,0
10764,9,44,0,4,0,0
10765,NA,9,0,NA,NA,NA
10766,NA,7,0,NA,NA,NA
10767,NA,52,1,4,3,NA
10768,NA,NA,NA,NA,NA,NA
10769,NA,NA,NA,NA,NA,NA
10770,NA,NA,NA,NA,NA,NA
10771,NA,NA,NA,NA,NA,NA
10772,NA,NA,NA,NA,NA,NA
10773,6,31,1,9,2,0
10774,NA,NA,NA,NA,NA,NA
10775,NA,NA,NA,NA,NA,NA
10776,NA,NA,NA,NA,NA,NA
10777,NA,NA,NA,NA,NA,NA
10778,NA,NA,NA,NA,NA,NA
10779,NA,NA,NA,NA,NA,NA
10780,NA,NA,NA,NA,NA,NA
10781,NA,NA,NA,NA,NA,NA
10782,10,48,0,10,1,0
10783,NA,48,1,10,3,NA
10784,NA,24,1,6,NA,NA
10785,8,23,0,10,0,0
10786,NA,21,1,10,NA,NA
10787,NA,NA,NA,NA,NA,NA
10788,NA,NA,NA,NA,NA,NA
10789,7,30,1,10,3,0
10790,NA,NA,NA,NA,NA,NA
10791,NA,NA,NA,NA,NA,NA
10792,NA,NA,NA,NA,NA,NA
10793,NA,NA,NA,NA,NA,NA
10794,NA,NA,NA,NA,NA,NA
10795,NA,NA,NA,NA,NA,NA
10796,NA,NA,NA,NA,NA,NA
10797,NA,NA,NA,NA,NA,NA
10798,NA,NA,NA,NA,NA,NA
10799,7,63,1,10,NA,0
10800,8,58,0,10,2,0
10801,NA,NA,NA,NA,NA,NA
10802,NA,NA,NA,NA,NA,NA
10803,7,43,1,7,3,0
10804,4,39,0,6,0,0
10805,7,13,1,1,NA,0
10806,NA,10,1,1,NA,NA
10807,NA,NA,NA,NA,NA,NA
10808,NA,NA,NA,NA,NA,NA
10809,7,57,1,10,3,0
10810,7,53,0,4,NA,0
10811,NA,NA,NA,NA,NA,NA
10812,5,68,1,4,NA,0
10813,6,58,1,6,1,0
10814,NA,NA,NA,NA,NA,NA
10815,7,24,1,6,NA,1
10816,NA,NA,NA,NA,NA,NA
10817,NA,NA,NA,NA,NA,NA
10818,NA,NA,NA,NA,NA,NA
10819,NA,NA,NA,NA,NA,NA
10820,NA,NA,NA,NA,NA,NA
10821,NA,NA,NA,NA,NA,NA
10822,NA,NA,NA,NA,NA,NA
10823,NA,NA,NA,NA,NA,NA
10824,NA,NA,NA,NA,NA,NA
10825,NA,NA,NA,NA,NA,NA
10826,NA,NA,NA,NA,NA,NA
10827,NA,NA,NA,NA,NA,NA
10828,NA,NA,NA,NA,NA,NA
10829,NA,NA,NA,NA,NA,NA
10830,NA,NA,NA,NA,NA,NA
10831,0,55,0,1,NA,0
10832,NA,NA,NA,NA,NA,NA
10833,NA,NA,NA,NA,NA,NA
10834,NA,NA,NA,NA,NA,NA
10835,NA,NA,NA,NA,NA,NA
10836,NA,NA,NA,NA,NA,NA
10837,2,59,1,5,3,0
10838,4,58,0,1,NA,0
10839,8,NA,NA,NA,NA,0
10840,8,NA,NA,NA,NA,0
10841,NA,NA,NA,NA,NA,NA
10842,5,41,1,10,3,0
10843,8,40,0,10,1,0
10844,NA,7,0,NA,NA,NA
10845,8,33,1,9,2,0
10846,5,32,0,8,2,0
10847,8,52,1,4,2,1
10848,7,52,0,1,0,0
10849,NA,NA,NA,NA,NA,NA
10850,5,23,0,6,1,0
10851,NA,18,1,0,0,NA
10852,NA,16,0,1,NA,NA
10853,NA,NA,NA,NA,NA,NA
10854,NA,NA,NA,NA,NA,NA
10855,NA,80,1,10,NA,NA
10856,10,73,0,5,NA,0
10857,NA,NA,NA,NA,NA,NA
10858,NA,NA,NA,NA,NA,NA
10859,NA,NA,NA,NA,NA,NA
10860,NA,NA,NA,NA,NA,NA
10861,NA,NA,NA,NA,NA,NA
10862,7,39,0,4,2,0
10863,NA,9,0,0,NA,NA
10864,7,86,0,6,NA,0
10865,NA,NA,NA,NA,NA,NA
10866,NA,NA,NA,NA,NA,NA
10867,NA,NA,NA,NA,NA,NA
10868,NA,38,1,4,NA,NA
10869,10,36,0,1,1,0
10870,NA,12,0,0,NA,NA
10871,NA,9,1,0,NA,NA
10872,NA,NA,NA,NA,NA,NA
10873,NA,NA,NA,NA,NA,NA
10874,NA,NA,NA,NA,NA,NA
10875,NA,NA,NA,NA,NA,NA
10876,4,51,1,4,3,0
10877,5,42,0,4,1,0
10878,6,15,1,0,NA,0
10879,7,13,1,NA,NA,0
10880,10,57,1,7,0,0
10881,0,53,0,5,1,1
10882,8,15,0,0,0,0
10883,NA,NA,NA,NA,NA,NA
10884,8,50,0,7,2,1
10885,NA,NA,NA,NA,NA,NA
10886,NA,NA,NA,NA,NA,NA
10887,NA,NA,NA,NA,NA,NA
10888,7,74,1,4,NA,0
10889,7,76,0,5,NA,0
10890,NA,NA,NA,NA,NA,NA
10891,NA,NA,NA,NA,NA,NA
10892,NA,NA,NA,NA,NA,NA
10893,NA,NA,NA,NA,NA,NA
10894,NA,NA,NA,NA,NA,NA
10895,NA,NA,NA,NA,NA,NA
10896,NA,NA,NA,NA,NA,NA
10897,5,44,0,4,2,0
10898,NA,NA,NA,NA,NA,NA
10899,NA,NA,NA,NA,NA,NA
10900,NA,NA,NA,NA,NA,NA
10901,8,72,1,6,NA,0
10902,6,69,0,1,NA,0
10903,8,37,1,9,3,0
10904,7,34,0,1,0,0
10905,NA,7,1,0,NA,NA
10906,NA,NA,NA,NA,NA,NA
10907,NA,55,1,4,NA,NA
10908,NA,52,0,1,NA,NA
10909,NA,NA,NA,NA,NA,NA
10910,3,54,1,4,3,0
10911,7,52,0,4,1,0
10912,7,29,0,10,3,0
10913,8,27,1,10,3,0
10914,7,23,0,6,0,0
10915,NA,NA,NA,NA,NA,NA
10916,NA,NA,NA,NA,NA,NA
10917,NA,NA,NA,NA,NA,NA
10918,NA,NA,NA,NA,NA,NA
10919,NA,NA,NA,NA,NA,NA
10920,NA,NA,NA,NA,NA,NA
10921,NA,NA,NA,NA,NA,NA
10922,NA,62,1,7,NA,NA
10923,8,62,0,2,1,0
10924,3,38,1,10,2,1
10925,8,35,0,10,3,0
10926,NA,9,0,0,NA,NA
10927,NA,6,1,NA,NA,NA
10928,NA,NA,NA,NA,NA,NA
10929,NA,NA,NA,NA,NA,NA
10930,7,75,0,4,NA,0
10931,5,56,1,4,3,1
10932,NA,52,0,4,NA,NA
10933,4,20,0,4,NA,0
10934,NA,57,1,4,NA,NA
10935,NA,NA,NA,NA,NA,NA
10936,0,43,0,6,2,0
10937,NA,NA,NA,NA,NA,NA
10938,NA,NA,NA,NA,NA,NA
10939,NA,NA,NA,NA,NA,NA
10940,NA,NA,NA,NA,NA,NA
10941,NA,NA,NA,NA,NA,NA
10942,NA,NA,NA,NA,NA,NA
10943,NA,58,0,1,NA,NA
10944,NA,NA,NA,NA,NA,NA
10945,NA,NA,NA,NA,NA,NA
10946,NA,NA,NA,NA,NA,NA
10947,6,67,1,1,NA,0
10948,NA,63,0,4,NA,NA
10949,NA,NA,NA,NA,NA,NA
10950,NA,NA,NA,NA,NA,NA
10951,NA,NA,NA,NA,NA,NA
10952,NA,NA,NA,NA,NA,NA
10953,NA,NA,NA,NA,NA,NA
10954,NA,NA,NA,NA,NA,NA
10955,NA,NA,NA,NA,NA,NA
10956,NA,NA,NA,NA,NA,NA
10957,NA,NA,NA,NA,NA,NA
10958,NA,NA,NA,NA,NA,NA
10959,9,NA,NA,NA,NA,0
10960,5,NA,NA,NA,NA,0
10961,5,NA,NA,NA,NA,0
10962,NA,NA,NA,NA,NA,NA
10963,NA,NA,NA,NA,NA,NA
10964,3,42,1,8,3,0
10965,3,34,0,4,0,0
10966,NA,7,0,NA,NA,NA
10967,NA,6,0,NA,NA,NA
10968,3,66,1,4,NA,0
10969,5,37,1,10,3,0
10970,8,NA,NA,NA,NA,1
10971,NA,NA,NA,NA,NA,NA
10972,8,53,0,1,1,0
10973,NA,NA,NA,NA,NA,NA
10974,NA,NA,NA,NA,NA,NA
10975,5,33,1,4,1,0
10976,5,32,0,10,1,0
10977,NA,NA,NA,NA,NA,NA
10978,7,NA,NA,NA,NA,0
10979,NA,NA,NA,NA,NA,NA
10980,NA,NA,NA,NA,NA,NA
10981,NA,66,0,5,0,NA
10982,6,40,1,10,3,0
10983,7,36,0,6,NA,0
10984,NA,6,1,NA,NA,NA
10985,4,40,1,9,2,0
10986,2,36,0,7,1,0
10987,NA,6,0,0,NA,NA
10988,0,52,0,5,2,0
10989,0,25,1,4,1,0
10990,NA,22,1,4,2,NA
10991,4,22,1,4,NA,1
10992,5,42,1,2,NA,1
10993,6,41,0,4,1,0
10994,NA,7,1,NA,NA,NA
10995,8,44,1,9,3,0
10996,7,40,0,8,0,0
10997,5,14,0,0,NA,0
10998,5,14,0,0,NA,0
10999,NA,13,1,0,NA,NA
11000,NA,11,0,0,NA,NA
11001,NA,8,0,0,NA,NA
11002,NA,NA,NA,NA,NA,NA
11003,NA,NA,NA,NA,NA,NA
11004,NA,NA,NA,NA,NA,NA
11005,8,67,1,4,NA,0
11006,NA,NA,NA,NA,NA,NA
11007,7,35,1,10,3,1
11008,NA,NA,NA,NA,NA,NA
11009,NA,NA,NA,NA,NA,NA
11010,5,68,0,1,NA,0
11011,NA,NA,NA,NA,NA,NA
11012,NA,NA,NA,NA,NA,NA
11013,NA,NA,NA,NA,NA,NA
11014,7,46,1,4,NA,0
11015,8,42,0,4,NA,0
11016,3,16,1,0,NA,0
11017,8,13,1,0,NA,0
11018,NA,10,1,NA,NA,NA
11019,5,62,1,1,1,0
11020,8,52,0,6,NA,1
11021,3,19,0,6,0,0
11022,NA,NA,NA,NA,NA,NA
11023,NA,NA,NA,NA,NA,NA
11024,6,52,1,7,3,0
11025,5,49,0,4,0,1
11026,5,18,1,0,NA,1
11027,6,37,1,6,1,1
11028,NA,NA,NA,NA,NA,NA
11029,NA,NA,NA,NA,NA,NA
11030,NA,NA,NA,NA,NA,NA
11031,NA,NA,NA,NA,NA,NA
11032,NA,31,1,4,2,NA
11033,5,28,0,4,0,0
11034,NA,6,1,NA,NA,NA
11035,NA,NA,NA,NA,NA,NA
11036,7,54,1,4,NA,0
11037,7,52,0,4,NA,0
11038,6,24,0,6,0,0
11039,NA,21,1,6,1,NA
11040,NA,NA,NA,NA,NA,NA
11041,5,72,0,5,NA,0
11042,8,37,0,4,1,1
11043,NA,NA,NA,NA,NA,NA
11044,NA,NA,NA,NA,NA,NA
11045,NA,NA,NA,NA,NA,NA
11046,5,26,0,4,NA,1
11047,NA,NA,NA,NA,NA,NA
11048,NA,NA,NA,NA,NA,NA
11049,NA,NA,NA,NA,NA,NA
11050,5,78,0,1,NA,0
11051,NA,48,1,8,3,NA
11052,7,46,0,7,0,0
11053,NA,15,1,1,NA,NA
11054,NA,13,1,0,NA,NA
11055,NA,11,1,0,NA,NA
11056,8,41,1,10,2,1
11057,NA,40,0,4,3,NA
11058,4,34,1,7,3,0
11059,NA,NA,NA,NA,NA,NA
11060,4,64,1,4,2,0
11061,3,61,0,4,1,0
11062,NA,NA,NA,NA,NA,NA
11063,NA,NA,NA,NA,NA,NA
11064,2,40,1,1,0,0
11065,9,70,0,5,NA,0
11066,6,NA,NA,NA,NA,0
11067,NA,NA,NA,NA,NA,NA
11068,NA,NA,NA,NA,NA,NA
11069,NA,NA,NA,NA,NA,NA
11070,NA,52,1,7,NA,NA
11071,5,51,0,7,3,0
11072,9,24,0,6,0,0
11073,6,20,0,6,0,0
11074,NA,NA,NA,NA,NA,NA
11075,NA,63,1,0,NA,NA
11076,NA,60,0,1,NA,NA
11077,6,38,1,4,1,0
11078,NA,NA,NA,NA,NA,NA
11079,6,34,1,4,3,1
11080,NA,8,0,NA,NA,NA
11081,NA,6,1,NA,NA,NA
11082,NA,NA,NA,NA,NA,NA
11083,NA,NA,NA,NA,NA,NA
11084,5,43,1,9,3,0
11085,NA,35,0,4,0,NA
11086,2,17,1,1,NA,1
11087,NA,13,0,0,NA,NA
11088,NA,11,1,0,NA,NA
11089,NA,NA,NA,NA,NA,NA
11090,NA,NA,NA,NA,NA,NA
11091,NA,NA,NA,NA,NA,NA
11092,NA,NA,NA,NA,NA,NA
11093,NA,NA,NA,NA,NA,NA
11094,NA,NA,NA,NA,NA,NA
11095,NA,NA,NA,NA,NA,NA
11096,NA,NA,NA,NA,NA,NA
11097,NA,NA,NA,NA,NA,NA
11098,NA,NA,NA,NA,NA,NA
11099,8,80,1,4,NA,0
11100,NA,75,0,1,NA,NA
11101,7,65,1,5,NA,0
11102,8,64,0,6,NA,0
11103,NA,NA,NA,NA,NA,NA
11104,NA,NA,NA,NA,NA,NA
11105,NA,NA,NA,NA,NA,NA
11106,5,48,1,10,2,0
11107,NA,NA,NA,NA,NA,NA
11108,NA,NA,NA,NA,NA,NA
11109,8,35,0,4,0,0
11110,9,35,1,4,1,1
11111,NA,8,0,NA,NA,NA
11112,NA,7,1,NA,NA,NA
11113,NA,72,0,8,NA,NA
11114,NA,65,1,6,NA,NA
11115,NA,NA,NA,NA,NA,NA
11116,NA,NA,NA,NA,NA,NA
11117,7,29,0,4,3,0
11118,NA,NA,NA,NA,NA,NA
11119,7,NA,NA,NA,NA,0
11120,NA,NA,NA,NA,NA,NA
11121,7,40,1,10,3,1
11122,NA,NA,NA,NA,NA,NA
11123,NA,NA,NA,NA,NA,NA
11124,NA,NA,NA,NA,NA,NA
11125,NA,NA,NA,NA,NA,NA
11126,NA,NA,NA,NA,NA,NA
11127,NA,NA,NA,NA,NA,NA
11128,NA,NA,NA,NA,NA,NA
11129,NA,NA,NA,NA,NA,NA
11130,NA,NA,NA,NA,NA,NA
11131,NA,NA,NA,NA,NA,NA
11132,NA,NA,NA,NA,NA,NA
11133,NA,NA,NA,NA,NA,NA
11134,NA,47,1,4,NA,NA
11135,6,44,0,5,1,0
11136,5,16,1,1,0,1
11137,NA,NA,NA,NA,NA,NA
11138,NA,NA,NA,NA,NA,NA
11139,8,64,1,5,NA,1
11140,7,61,0,1,NA,1
11141,NA,NA,NA,NA,NA,NA
11142,NA,49,1,1,NA,NA
11143,7,47,0,6,3,0
11144,10,18,1,1,NA,0
11145,5,14,0,0,NA,0
11146,NA,11,0,NA,NA,NA
11147,8,47,1,4,3,0
11148,7,43,0,6,0,0
11149,NA,12,1,NA,NA,NA
11150,NA,10,1,NA,NA,NA
11151,NA,81,1,4,NA,NA
11152,NA,77,0,6,NA,NA
11153,NA,49,0,4,2,NA
11154,NA,41,1,4,3,NA
11155,NA,16,1,1,NA,NA
11156,NA,15,0,0,0,NA
11157,NA,NA,NA,NA,NA,NA
11158,NA,NA,NA,NA,NA,NA
11159,6,69,0,5,NA,0
11160,7,71,0,5,NA,0
11161,NA,NA,NA,NA,NA,NA
11162,NA,NA,NA,NA,NA,NA
11163,NA,NA,NA,NA,NA,NA
11164,NA,NA,NA,NA,NA,NA
11165,NA,NA,NA,NA,NA,NA
11166,4,34,1,4,2,0
11167,3,31,0,4,0,0
11168,NA,NA,NA,NA,NA,NA
11169,NA,NA,NA,NA,NA,NA
11170,NA,NA,NA,NA,NA,NA
11171,NA,NA,NA,NA,NA,NA
11172,NA,NA,NA,NA,NA,NA
11173,NA,NA,NA,NA,NA,NA
11174,NA,NA,NA,NA,NA,NA
11175,6,45,1,6,3,0
11176,8,42,0,9,0,0
11177,NA,6,1,NA,NA,NA
11178,6,62,0,2,NA,0
11179,7,59,1,1,2,0
11180,6,28,1,10,1,1
11181,8,47,1,9,NA,0
11182,6,41,0,6,2,0
11183,8,14,1,0,NA,0
11184,NA,10,1,0,NA,NA
11185,NA,NA,NA,NA,NA,NA
11186,NA,NA,NA,NA,NA,NA
11187,7,55,1,10,NA,0
11188,7,52,0,6,NA,0
11189,9,24,0,6,NA,0
11190,7,22,0,6,NA,0
11191,7,20,0,6,NA,0
11192,NA,NA,NA,NA,NA,NA
11193,NA,NA,NA,NA,NA,NA
11194,NA,NA,NA,NA,NA,NA
11195,NA,NA,NA,NA,NA,NA
11196,NA,NA,NA,NA,NA,NA
11197,NA,NA,NA,NA,NA,NA
11198,3,69,1,10,NA,0
11199,NA,NA,NA,NA,NA,NA
11200,NA,NA,NA,NA,NA,NA
11201,NA,NA,NA,NA,NA,NA
11202,NA,NA,NA,NA,NA,NA
11203,4,64,1,4,NA,0
11204,6,57,0,2,0,1
11205,9,56,0,10,NA,1
11206,6,32,1,6,1,0
11207,NA,NA,NA,NA,NA,NA
11208,6,22,0,6,NA,0
11209,5,19,1,0,NA,0
11210,5,17,0,1,0,0
11211,NA,NA,NA,NA,NA,NA
11212,NA,42,0,1,NA,NA
11213,5,36,1,5,2,1
11214,7,20,0,6,0,0
11215,10,64,0,4,0,0
11216,10,51,1,4,NA,0
11217,7,43,0,4,1,0
11218,9,51,1,5,1,0
11219,8,41,0,4,1,0
11220,NA,12,1,NA,NA,NA
11221,NA,10,0,NA,NA,NA
11222,NA,10,1,NA,NA,NA
11223,NA,NA,NA,NA,NA,NA
11224,NA,NA,NA,NA,NA,NA
11225,NA,NA,NA,NA,NA,NA
11226,NA,NA,NA,NA,NA,NA
11227,NA,30,1,1,NA,NA
11228,0,29,0,4,NA,1
11229,NA,6,0,0,NA,NA
11230,7,37,1,9,3,0
11231,10,34,0,4,0,0
11232,NA,NA,NA,NA,NA,NA
11233,5,45,0,7,2,0
11234,NA,76,0,4,NA,NA
11235,8,72,1,6,NA,0
11236,NA,NA,NA,NA,NA,NA
11237,NA,NA,NA,NA,NA,NA
11238,NA,NA,NA,NA,NA,NA
11239,NA,NA,NA,NA,NA,NA
11240,NA,NA,NA,NA,NA,NA
11241,NA,NA,NA,NA,NA,NA
11242,NA,NA,NA,NA,NA,NA
11243,NA,NA,NA,NA,NA,NA
11244,NA,NA,NA,NA,NA,NA
11245,NA,NA,NA,NA,NA,NA
11246,NA,NA,NA,NA,NA,NA
11247,6,45,0,4,1,0
11248,0,42,1,4,3,0
11249,0,16,1,1,NA,0
11250,5,14,0,0,NA,0
11251,6,59,1,4,NA,0
11252,6,50,0,2,NA,0
11253,5,NA,NA,NA,NA,1
11254,NA,NA,NA,NA,NA,NA
11255,NA,NA,NA,NA,NA,NA
11256,5,NA,NA,NA,NA,0
11257,NA,NA,NA,NA,NA,NA
11258,NA,NA,NA,NA,NA,NA
11259,9,NA,NA,NA,NA,0
11260,NA,NA,NA,NA,NA,NA
11261,NA,NA,NA,NA,NA,NA
11262,NA,NA,NA,NA,NA,NA
11263,NA,NA,NA,NA,NA,NA
11264,NA,NA,NA,NA,NA,NA
11265,NA,NA,NA,NA,NA,NA
11266,NA,NA,NA,NA,NA,NA
11267,NA,NA,NA,NA,NA,NA
11268,NA,NA,NA,NA,NA,NA
11269,NA,NA,NA,NA,NA,NA
11270,NA,NA,NA,NA,NA,NA
11271,NA,NA,NA,NA,NA,NA
11272,NA,NA,NA,NA,NA,NA
11273,NA,NA,NA,NA,NA,NA
11274,NA,NA,NA,NA,NA,NA
11275,NA,NA,NA,NA,NA,NA
11276,7,NA,NA,NA,NA,0
11277,NA,NA,NA,NA,NA,NA
11278,NA,NA,NA,NA,NA,NA
11279,NA,NA,NA,NA,NA,NA
11280,4,49,0,4,1,1
11281,NA,49,1,4,NA,NA
11282,NA,22,1,1,NA,NA
11283,9,43,1,8,3,0
11284,5,42,0,7,NA,0
11285,NA,NA,NA,NA,NA,NA
11286,NA,NA,NA,NA,NA,NA
11287,NA,NA,NA,NA,NA,NA
